sku,main_category,sub_category,child_category,product_name,product_feature_image,product_description,current_price,previous_price,stock,policy,product_type
1wsssct8288,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Rajah Lamb Seasoning - 100g,https://worldshops.co.uk/assets/front/img/no-img.png,"100g

A blend of salt, herbs and spices specially formulated to enhance the flavour of lamb dishes.",0.99,,,,normal
1wsssct8289,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Supreme breadcrumbs,https://worldshops.co.uk/assets/front/img/no-img.png,Vandevi Hing is a vegetarian product made from plants which gives a strong flavour and smell to your food.,1.19,,,,normal
1wsssct8290,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Rajah Garlic Coriander,https://worldshops.co.uk/assets/front/img/no-img.png,"100g. 
A blend of salt, spices, garlic and coriander specially formulated to enhance the flavour of a wide range of dishes.",1.49,,,,normal
1wsssct8291,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Regal Hot Chicken Fry Mix,https://worldshops.co.uk/assets/front/img/no-img.png,Regal Hot Chicken Fry Mix has a mix of spices and seasoning for making a delicious fried chicken dish.,2.99,,,,normal
1wsssct8292,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropics Lemon and Pepper Fry Mix,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics Lemon and Pepper Fry Mix. 
Selected herbs and spices with a hint of lemon tang in every bite. Enjoy fried on chicken fillet accompanied with fresh salad and served.",2.49,,,,normal
1wsssct8293,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropics mixed herbs seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics mixed herbs seasoning- 100g

Mixed herbs is a common mix of different dried herbs, ready for use without needing to measure out individual quantities. A typical mix includes equal parts of basil, marjoram, and oregano.",0.99,,,,normal
1wsssct8294,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Alamgeer black pepper powder,https://worldshops.co.uk/assets/front/img/no-img.png,"Alamgeer black pepper powder - 100g. 

Black pepper powder to add spice into your dish. Pure natural and full of flavour.",1.99,,,,normal
1wsssct8295,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Nandos Peri-Peri Salt,https://worldshops.co.uk/assets/front/img/no-img.png,"Nandos peri-peri salt 70g

A blend of salt, spices and Peri-Peri (African Bird's Eye Chilli).

Chilli rating - medium
Shared with love
No added MSG
No artificial preservatives or colours
Suitable for vegetarians and vegans",1.99,,,,normal
1wsssct8296,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Rajah Barbeque Seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,"Weight: 100g.

A blend of salt, spices and flavourings specially formulated to provide a barbecue flavour for meat or poultry dishes.",0.99,,,,normal
1wsssct8297,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Thai dragon thai red curry paste,https://worldshops.co.uk/assets/front/img/no-img.png,"A light, fragrant curry native to Thailand. The secret to great Thai curries is the freshness and balance of Thai ingredients that are ground into paste.",1.99,,,,normal
1wsssct8298,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Thai dragon thai green curry paste,https://worldshops.co.uk/assets/front/img/no-img.png,"A light, fragrant curry native to Thailand. The secret to great Thai curries is the freshness and balance of Thai ingredients that are ground into paste.",1.99,,,,normal
1wsssct8299,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropics all purpose seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics all purpose seasoning- 100g

Tropics All Purpose Seasoning is a specially prepared blend of spices that can be used in a variety of ways and add that something different to any dish.",0.99,,,,normal
1wsssct8300,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropics jerk seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics jerk seasoning- 100g

From merely hot to incendiary, our Caribbean jerk seasoning gets its kick from a blend of ingredients such as chiles, thyme, cinnamon, garlic, nutmeg and pimento. Sprinkle on meat or vegetables. Serve and enjoy!

",0.99,,,,normal
1wsssct8301,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropics Peri Peri Fry Mix,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics Peri Peri Fry Mix. 
Get the Portuguese flavour you love at home! Our peri peri chicken fry mix will bring all the wonders of peri peri chicken to your plate! Tastes sensational with chips or spicy rice. Contains African birds eye chilli.",2.49,,,,normal
1wsssct8302,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Regal Lemon and Pepper Chicken Fry Mix,https://worldshops.co.uk/assets/front/img/no-img.png,Regal Lemon and Pepper Chicken Fry Mix has a mix of spices and seasoning with lemon and pepper flavouring. Perfect for making a delicious fried chicken mix.,2.99,,,,normal
1wsssct8303,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,KTC chicken fry mix hot & spicy,https://worldshops.co.uk/assets/front/img/no-img.png,"KTC chicken fry mix hot & spicy- 1kg

A specially selected blend of spices for a deliciously succulent chicken.",3.49,,,,normal
1wsssct8304,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,"Rajah Whole Black Pepper - 100g
",https://worldshops.co.uk/assets/front/img/no-img.png,"100g. 

Rajah Whole Black Pepper is the unripened berries of the Piper Nigrum vine that have been dried in the sun to provide a penetrating aroma and a characteristic warm, pungent flavour and lingering heat that is enjoyed universally as a seasoning and condiment.",2.49,,,,normal
1wsssct8305,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Supreme peri peri seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,Supreme peri peri seasoning that can be used to season foods such as chicken to enhance the flavour of a meal.,2.39,,,,normal
1wsssct8306,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropical Sun jerk seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropical Sun jerk seasoning 100g

Tropical Sun Jerk Seasoning – If you’re looking to heat things up in the kitchen, this blend is just for you. It complements chicken, fish, and any kind of red meat extremely well. It has all the principle ingredients that go into a jerk seasoning blend, such as allspice, hot peppers, cloves, cinnamon, and nutmeg. To balance out the flavours, you can add  variations of sweet flavours such as brown sugar, or honey, pineapple or mango to your taste if you are making a wet version. Enjoy!",1.09,,,,normal
1wsssct8307,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Maggi liquid seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,Maggi® Liquid Seasoning 100ml - a strong aromatic liquid flavouring that can be used as an ingredient to bring out the flavours of any dish.,1.49,,,,normal
1wsssct8308,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,"Ever East tandoori masala for fish
",https://worldshops.co.uk/assets/front/img/no-img.png,Ever East tandoori masala for fish- 100g or 300g,1.99,,,,normal
1wsssct8309,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,"Supreme hot & spicy chicken mix
",https://worldshops.co.uk/assets/front/img/no-img.png,"Supreme hot & spicy chicken mix (1kg) uses the finest spices to create the perfect chicken mix to make the best possible chicken.
",2.99,,,,normal
1wsssct8310,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Regal Original Chicken Fry Mix,https://worldshops.co.uk/assets/front/img/no-img.png,Regal's Original Chicken Fry Mix (1kg) contains a mix of spices and seasoning perfect for making an original fried chicken dish.,2.99,,,,normal
1wsssct8311,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropics Texas BBQ Fry Mix,https://worldshops.co.uk/assets/front/img/no-img.png,Tropics Texas BBQ Fry Mix! The great state of Texas welcomes you! Get beautiful tasting crispy looking Texan fried chicken. Eat and saddle up that flavour. Made with real brown sugar and hickory for that smokey flavour.,1.99,,,,normal
1wsssct8312,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Shaheen onion masala paste,https://worldshops.co.uk/assets/front/img/no-img.png,"Shaheen onion masala paste- 175g

Shaheen Balti masala can be added to meat, chicken, fish, pulses or vegetables in a wide variety of combinations, creating over thirty individual Balti dishes, all with an authenticity, such as you would find in top class Asian restaurants.",0.79,,,,normal
1wsssct8313,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Shaheen pilau masala paste,https://worldshops.co.uk/assets/front/img/no-img.png,"Shaheen pilau masala paste- 175g

AUTHENTIC PILAU DISHES ARE EXCELLENT AS TASTY MAIN MEALS OR SERVED AS AN ACCOMPANIMENT TO A CURRY DISH. 
CREATE A NEW DISH EVERY DAY!",0.79,,,,normal
1wsssct8314,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Rajah Beef Steak Seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,"Weight: 100g.

A blend of salt, herbs, spices and flavourings specially formulated to enhance the flavour of beef and other meat dishes.",0.99,,,,normal
1wsssct8315,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropics dried thyme seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics dried thyme seasoning- 100g

It’s commonly used to season soups, sauces, and braises. It also makes a welcome addition in potatoes, rice dishes, vegetables and even fresh bread. It is used throughout Italian, French, and of course, Carribean cooking. Dried thyme has a subtle, dry aroma and a slightly minty flavour.",0.99,,,,normal
1wsssct8316,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropics peri peri seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics peri peri seasoning- 100g

Specially prepared blend of peri peri and spices for the perfect kick to your meal.",1.29,,,,normal
1wsssct8317,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,"Tropics fish seasoning
",https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics fish seasoning- 100g

This is a delicious seasoning mix to enhance the depth and flavour of fish. A marvellous combination of salt, celery, paprika, coriander, chilli, onion and garlic.",0.99,,,,normal
1wsssct8318,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropics Extra Crispy Chicken Original Fry Mix,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics Extra Crispy Chicken Original Fry Mix. 
Made with the finest Madagascan black pepper, and a secret signature blend of spices and herbs. Enjoy the crunch in every bite.",2.49,,,,normal
1wsssct8319,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,KTC Premium Black Pepper - 50g,https://worldshops.co.uk/assets/front/img/no-img.png,"100 Percent natural with no MSG
With a convenient grinder for fresh seasoning directly before use
Suitable for vegans",1.29,,,,normal
1wsssct8320,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Supreme Breadcrumbs 1kg,https://worldshops.co.uk/assets/front/img/no-img.png,Supreme breadcrumbs (1kg) are used in sweet and savoury recipes in a variety of ways.,2.49,,,,normal
1wsssct8321,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Lobo tempura batter mix,https://worldshops.co.uk/assets/front/img/no-img.png,"Dissolve content of this packet with cold water. Prepare peeled shrimps, leaving on the tails. Dip in the batter thoroughly. Deep fry until golden brown. Beside shrimps, you may use chicken, fish, crab, meat and vegetables.",0.69,,,,normal
1wsssct8322,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropics Original Chip Sprinkle- 70g,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics Original Chip Sprinkle. 
Chips and fries taste boring? Well not anymore!

Tropics Chip Sprinkle is a delicious American styled seasoning salt intended for chips, french fries, BBQs, burgers, and more! Consisting of Salt, Paprika, Dried Onion, Garlic Granules, Sugar, Smoked Paprika.  Make your chips adventurous again",1.19,,,,normal
1wsssct8323,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropics Spicy Fish Batter,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics Spicy Fish Batter. 
Combining spices that will set off your sea food beautifully, and all within a preparation time of 10 minutes, giving you maximum flavour with minimum time!",2.49,,,,normal
1wsssct8324,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,East End ground black pepper,https://worldshops.co.uk/assets/front/img/no-img.png,"East End ground black pepper - 400g. 

Finely ground black pepper from East End. Historically Black Pepper has the reputation of being the most sought-after spice variety in the world across. With this reason, this exotic spice is referred to as the 'King of Spices'. An invaluable ingredient in the kitchens all over the world.",4.49,,,,normal
1wsssct8325,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Natco Mixed Herbs,https://worldshops.co.uk/assets/front/img/no-img.png,"Use this mixed herbs to add flavour to a wide variety of dishes.

Storage instructions: Store in cool dark place away from direct sunlight and strong odours. Once opened, keep tightly closed and consume with in BBE. Packed in protective environment.

Suitable for Vegetarians

",0.99,,,,normal
1wsssct8326,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Heera breadcrumbs 1kg,https://worldshops.co.uk/assets/front/img/no-img.png,Heera breadcrumbs 1kg are used in sweet and savoury recipes in a variety of ways.,2.29,,,,normal
1wsssct8327,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Golden Fry Yorkshire Pudding and Pancake Mix OFFER 2 for £1,https://worldshops.co.uk/assets/front/img/no-img.png,"Golden Fry Yorkshire Pudding and Pancake Mix

Makes 12 puddings in 30 minutes
No artificial flavours or preservatives

Preparation and Usage

For perfect Yorkshire Puddings every time, follow these simple steps:
Pre-heat the oven to 220°C/Fan 200°C/Gas Mark 7
Empty the contents into a mixing bowl, add 220ml of cold water and 2 medium eggs. Whisk thoroughly to form a smooth batter.
Add a little oil into each compartment of a 12 hole cupcake tray.
Place in the pre-heated oven and leave to heat until the oil is sizzling hot, between 5-10 minutes.
Confidently pour the batter evenly into the compartments and return to the oven.
Bake for 20-25 minutes (don’t open the oven door for the first 15 minutes) until well risen and golden.
Serve immediately for crisp well risen Yorkshire puddings.

Also perfect for Pancakes every time, follow these simple steps:
Empty the contents into a mixing bowl.
Add 250ml of cold water and 1 medium egg. Whisk thoroughly to form a smooth batter, then transfer to a jug.
Heat a little oil in a frying pan. Pour a little batter into the frying pan, enough to cover the base thinly and swirl around to coat the pan evenly. Cook until golden. Toss or flip the pancake over to cook the other side.
Serve when cooked, then add a drop more oil to the pan to cook the next pancake.

Tasty Tips to Try!
Try adding a handful of mixed fruit and a teaspoon of cinnamon to the batter before baking, serve with a drizzle of golden syrup and vanilla ice-cream.",0.69,,,,normal
1wsssct8328,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Shaheen balti masala paste,https://worldshops.co.uk/assets/front/img/no-img.png,"Shaheen balti masala paste- 175g

SHAHEEN BALTI MASALA CAN BE ADDED TO MEAT, CHICKEN, FISH, PULSES OR VEGETABLES IN A WIDE VARIETY OF COMBINATIONS, CREATING OVER THIRTY INDIVIDUAL BALTI DISHES, ALL WITH AN AUTHENTICITY, SUCH AS YOU WOULD FIND IN TOP CLASS ASIAN RESTAURANTS.",0.79,,,,normal
1wsssct8329,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,"Shaheen achar gosht paste
",https://worldshops.co.uk/assets/front/img/no-img.png,"Shaheen achar gosht paste- 175g

A REFINED BLEND OF PICKLES AND SPICES GIVES THESE RICH CURRY DISHES THEIR DISTINCTIVE TANGY FLAVOUR. CREATE A NEW DISH EVERY DAY!
",0.79,,,,normal
1wsssct8330,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Paxo breadcrumbs,https://worldshops.co.uk/assets/front/img/no-img.png,"Paxo breadcrumbs (227g). Paxo Golden Breadcrumbs provide the perfect coating for fish, poultry, meat or vegetables. Easy to use, they are also ideal for sprinkling over baked or grilled dishes to provide a delicious crunchy topping.",0.99,,,,normal
1wsssct8331,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropical Sun all purpose seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropical Sun all purpose seasoning 100g

As its name suggests, our All Purpose Seasoning is the perfect ingredient to help flavour any dish. You can use it to add zest to any meat, fish or vegetable dishes as well as tropicalise your salads, soups, sauces and marinades.",0.99,,,,normal
1wsssct8332,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropics chicken seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics chicken seasoning- 100g

Bring out the hidden flavours of your dishes. Our chicken seasoning can be used to marinate chicken before roasting or grilling. Season your stews and soups or enhance your chicken salad.",0.99,,,,normal
1wsssct8333,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropics Hot Jerk Fry Mix,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics Hot Jerk Fry Mix. 
For that Caribbean spice, our hot jerk chicken fry mix will make every other spice pale in comparison! With the finest herbs and spices, our Tropics Hot Jerk Chicken Fry Mix will surely entertain you.",2.49,,,,normal
1wsssct8334,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Rajah Jerk Seasoning - 100g,https://worldshops.co.uk/assets/front/img/no-img.png,"100g

A blend of salt and spices specially formulated to provide a typical Jamaican Jerk flavour when used on meat, fish and poultry.",0.99,,,,normal
1wsssct8335,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Goldenfry golden Breadcrumbs 175g,https://worldshops.co.uk/assets/front/img/no-img.png,"Golden Breadcrumbs provide the perfect coating for fish, poultry, meat or vegetables. Easy to use, they are also ideal for sprinkling over baked or grilled dishes to provide a delicious crunchy topping.",0.99,,,,normal
1wsssct8336,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Shaheen biryani masala paste,https://worldshops.co.uk/assets/front/img/no-img.png,"Shaheen biryani masala paste- 175g

A REFINED BLEND OF PICKLES AND SPICES GIVES THESE RICH CURRY DISHES THEIR DISTINCTIVE TANGY FLAVOUR. 
CREATE A NEW DISH EVERY DAY!",0.79,,,,normal
1wsssct8337,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,"Tropical Sun curry goat seasoning
",https://worldshops.co.uk/assets/front/img/no-img.png,"Tropical Sun curry goat seasoning 100g

Curry Goat is a popular Caribbean dish and is one of the national dishes of Jamaica. No Island party is complete without it. Specifically formulated to help you make an authentic Curry Goat, Tropical Sun’s blend of spices captures the essence of the sunshine Islands. Try our mouth watering recipe and let us help you tropicalise your food with an authentic taste of Jamaica. Enjoy!

",1.49,,,,normal
1wsssct8338,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropical Sun cajun seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropical Sun cajun seasoning 80g

Cajun cooking combines the culinary traditions of the French-speaking Acadian people and a uniquely Southern US style of cooking to create robust, hearty, country-style cuisine. Tropical Sun captures the essence of rustic Cajun cooking in our rich and flavourful Cajun Seasoning.",1.39,,,,normal
1wsssct8339,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,"Tropical Sun chilli & lemon seasoning
",https://worldshops.co.uk/assets/front/img/no-img.png,"Tropical Sun chilli & lemon seasoning 100g

Perfect for meat, veggies, tofu, mushrooms and more, Tropical Sun Chilli & Lemon Seasoning combines the bite of chilli, paprika and mustard with a citrusy tang. Enjoy!",1.29,,,,normal
1wsssct8340,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Ever East tandoori masala for chicken,https://worldshops.co.uk/assets/front/img/no-img.png,Ever East tandoori masala for chicken- 100g or 300g,1.99,,,,normal
1wsssct8341,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropics cayenne pepper seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics cayenne pepper seasoning- 100g

The cayenne pepper is a type of Capsicum. It is usually a moderately hot chilli pepper used to flavour dishes. Cayenne chilli peppers can grow to 30cm/12in long. They’re used mainly in hot sauces. When dried, the seeds and pod are dried and ground to make cayenne pepper.",1.39,,,,normal
1wsssct8342,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,"Tropics lamb seasoning
",https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics lamb seasoning- 100g

Get your lamb dishes cooked to perfection with our seasoning.",0.99,,,,normal
1wsssct8343,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Vegeta Original Seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,"Vegetable Seasoning (250g) is a great tasting all purpose seasoning made from a special blend of the finest vegetables, herbs, spices and select natural ingredients.
",1.29,,,,normal
1wsssct8344,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Natco Coarse Black Pepper,https://worldshops.co.uk/assets/front/img/no-img.png,"Natco Coarse Black Pepper (100g) is a necessity for your home - pepper is the world's most popular spice! This is the coarsely ground version, but we also do finely ground and whole peppercorns.",0.99,,,,normal
1wsssct8345,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,"Hibah Salt and pepper
",https://worldshops.co.uk/assets/front/img/no-img.png,"Ingredients:

Black Pepper 40%

Rock Salt 30%

Himalayan salt 30% ",1.49,,,,normal
1wsssct8346,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Natco Curry Leaves,https://worldshops.co.uk/assets/front/img/no-img.png,"10g Jar.

Quality Curry Leaf by Natco, packed in their great looking, resealable plastic spice jars for your convenience.
Natco Curry Leaves have a mild, spicy aroma and flavour. They are widely used in Indian cuisine, particularly in curry powders, green chutneys and marinade pastes. Use generously, doubling the quantity in recipes requiring fresh curry leaves.
Store in a cool dry place.

Storage instructions: Store in cool dark place away from direct sunlight and strong odours. Once opened, keep tightly closed and consume with in BBE. Packed in protective environment.

Suitable for Vegetarians",0.99,,,,normal
1wsssct8347,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Samlip korean golden breadcrumbs,https://worldshops.co.uk/assets/front/img/no-img.png,"Samlip korean golden breadcrumbs (1kg) used for breading or crumbing foods, topping casseroles, stuffing poultry, thickening stews, adding inexpensive bulk to soups, meatloaves and similar foods, and making a crisp and crunchy covering for fried food.",3.99,,,,normal
1wsssct8348,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Shaheen bombay biryani masala paste,https://worldshops.co.uk/assets/front/img/no-img.png,"Shaheen bombay biryani masala paste- 175g

A REFINED BLEND OF PICKLES AND SPICES GIVES THESE RICH CURRY DISHES THEIR DISTINCTIVE TANGY FLAVOUR. 
CREATE A NEW DISH EVERY DAY!",0.79,,,,normal
1wsssct8349,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Alamgeer breadcrumbs,https://worldshops.co.uk/assets/front/img/no-img.png,"Alamgeer breadcrumbs - 1kg. 

A key ingredient for making delicious south Asian foods.",3.49,,,,normal
1wsssct8350,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropical Sun cock flavoured seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,"Tropical Sun cock flavoured seasoning 100g

Tropical Sun brings you another taste of Jamaica with our Cock Flavoured Seasoning . It is a versatile ingredient that you can use to prepare marinades, gravies, soups and stews. You can rub it on chicken, fish or any meat, then simply roast or grill to tropicalise your food. Enjoy!",1.29,,,,normal
1wsssct8351,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tropical sun beef & steak seasoning,https://worldshops.co.uk/assets/front/img/no-img.png,"This seasoning is specially blended to bring the best out of steak and red meat, whether cooked on the barbecue, under the grill or in a stew.

It is not only good for using with red meats but also makes a good addition to any warming, hearty soup or stew.

Don’t be shy to experiment with this seasoning as the options are endless.

Enjoy!

",1.29,,,,normal
1wsssct8352,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,"Tropical Sun chicken seasoning
",https://worldshops.co.uk/assets/front/img/no-img.png,"Tropical Sun chicken seasoning 100g

Tropical Sun chicken seasoning is an aromatic blend of herbs and spices that can be used to bring out the hidden flavours of your favourite recipes. You can use this seasoning to marinate chicken before roasting or grilling, season stews and soups or enhance your chicken salad. 

As with 99% of our seasonings - MSG Free and No Nasties (artificial colours, flavours or preservatives).",0.89,,,,normal
1wsssct8353,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Tooba hot & spicy fried chicken coating,https://worldshops.co.uk/assets/front/img/no-img.png,"Tooba Hot & Spicy Chicken Fry Mix has a mix of spices and seasoning for making a delicious spicy fried chicken dish.
",2.99,,,,normal
1wsssct8354,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Ever East tandoori masala for lamb,https://worldshops.co.uk/assets/front/img/no-img.png,Ever East tandoori masala for lamb- 100g or 300g,1.99,,,,normal
1wsssct8355,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,"Tropics BBQ seasoning
",https://worldshops.co.uk/assets/front/img/no-img.png,"Tropics BBQ seasoning- 100g

Specially prepared blend of BBQ spices to add flavour to your dishes and add that summer BBQ finish. A mouth-watering blend of paprika, chilli, coriander, garlic and hickory smoke flavours.",0.99,,,,normal
1wsssct8356,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Natco Thyme,https://worldshops.co.uk/assets/front/img/no-img.png,"An essential herb for your kitchen cupboard. Add to pasta sauces, meat and fish dishes.

Storage instructions: Store in cool dark place away from direct sunlight and strong odours. Once opened, keep tightly closed and consume with in BBE. Packed in protective environment.

Suitable for Vegetarians",0.99,,,,normal
1wsssct8357,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Natco Parsley,https://worldshops.co.uk/assets/front/img/no-img.png,"Parsley is an essential herb for your store cupboard. Use to add flavour to cooked vegetable dishes and meat dishes.

Storage instructions: Store in cool dark place away from direct sunlight and strong odours. Once opened, keep tightly closed and consume with in BBE. Packed in protective environment.

Suitable for Vegetarians",0.99,,,,normal
1wsssct8358,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Natco Methi Leaves (Fenugreek),https://worldshops.co.uk/assets/front/img/no-img.png,"Methi Leaves are grown from Fenugreek seeds and have a stronger, distinctive flavour. Natco Methi Leaves have been specially selected for their strong aroma and mildly bitter aftertaste which is characteristic of the finest Fenugreek. Commonly used in a variety of spice blends they are good in soups, stews and with most root vegetable dishes such as carrot and potato.

Storage instructions: Store in cool dark place away from direct sunlight and strong odours. Once opened, keep tightly closed and consume with in BBE. Packed in",0.99,,,,normal
1wsssct8359,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,East End breadcrumbs,https://worldshops.co.uk/assets/front/img/no-img.png,East End breadcrumbs (400g or 1kg) are used in sweet and savoury recipes in a variety of ways.,1.39,,,,normal
1wsssct8360,World Spices,"Salt, Seasonings & Coatings",Seasoning & Coatings,Aagrah Marinade Spice Blends 4-Pack Mixed Selection,https://worldshops.co.uk/assets/front/img/no-img.png,"Aagrah Marinade Spice Blends 4-Pack Mixed Selection 50g(each)

The perfect marinade starter selection pack. Not sure which flavour to try first? Worry not! This bundle allows you to try all of the Aagrah Marinade Spice Blends so you can wow your friends and family with a masterful array of grilled Indian street food such as Lamb Chops, Chicken Tikka, Machli Masala and the amazing Hara Tikka. To make the perfect marinades, you will need oil, vinegar, lime/lemon juice and green chilli paste (see individual pots for details on each flavour).",11.99,,,,normal
